CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
14,1117,"	01",40018,1,1,"	03","	035","	00001",3,2,51,14,11,1966,4,3,,1,,"	01",2536,10144
14,1117,"	01",40018,1,1,"	02","	035","	00001",2,2,71,15,10,1946,2,3,,,,"	01",2536,
14,1117,"	01",40018,2,1,"	01","	035","	00001",1,2,47,21,12,1969,2,6,,1,,"	01",2536,7608
14,1117,"	01",40018,2,1,"	02","	035","	00001",3,1,33,10,9,1984,3,3,,,,"	01",2536,
14,1117,"	01",40018,2,1,"	03","	035","	00001",4,2,23,17,7,1994,3,3,,,,"	01",2536,
14,1117,"	01",40018,2,1,"	04","	035","	00001",4,1,1,1,11,2016,,,,,,"	01",2536,
14,1117,"	01",40018,4,1,"	01","	035","	00001",1,1,72,20,9,1945,2,6,,1,,"	01",2536,5072
14,1117,"	01",40018,4,1,"	02","	035","	00001",2,2,66,17,5,1951,2,5,,,,"	01",2536,
14,1117,"	01",40018,1,1,"	04","	035","	00001",3,1,27,14,11,1990,6,3,3,,,"	01",2536,
14,1117,"	01",40018,1,1,"	01","	035","	00001",1,1,78,18,2,1939,2,4,,,,"	01",2536,
14,1117,"	01",40018,5,1,"	02","	035","	00001",3,2,47,5,5,1970,3,3,,1,,"	01",2536,5072
14,1117,"	01",40018,5,1,"	01","	035","	00001",1,2,67,23,4,1950,,,,,,"	01",2536,
14,1117,"	01",40018,3,1,"	03","	035","	00001",3,2,3,28,1,2014,,,,,,"	01",2536,
14,1117,"	01",40018,3,1,"	02","	035","	00001",2,2,29,10,9,1988,4,3,,,,"	01",2536,
14,1117,"	01",40018,3,1,"	01","	035","	00001",1,1,27,20,1,1990,3,3,,1,,"	01",2536,5072
14,1117,"	01",40034,1,1,"	03","	035","	00002",3,1,18,15,7,1999,4,1,,1,,"	01",2396,7188
14,1117,"	01",40034,2,1,"	01","	035","	00002",1,1,35,15,4,1982,3,3,,1,,"	01",2396,4792
14,1117,"	01",40034,1,1,"	05","	035","	00002",3,1,6,26,6,2011,1,3,,,,"	01",2396,
14,1117,"	01",40034,5,1,"	01","	035","	00002",1,1,87,15,9,1930,,,,,1,"	01",2396,
14,1117,"	01",40034,5,1,"	02","	035","	00002",2,2,83,19,3,1934,,,,,1,"	01",2396,
14,1117,"	01",40034,5,1,"	03","	035","	00002",3,1,65,4,9,1952,7,5,3,1,,"	01",2396,9584
14,1117,"	01",40034,5,1,"	04","	035","	00002",3,2,54,4,4,1963,7,1,3,,,"	01",2396,
14,1117,"	01",40034,4,1,"	03","	035","	00002",3,2,26,15,2,1991,3,3,,,,"	01",2396,
14,1117,"	01",40034,4,1,"	04","	035","	00002",3,1,28,20,2,1989,3,3,,,,"	01",2396,
14,1117,"	01",40034,4,1,"	05","	035","	00002",4,1,2,15,6,2015,,,,,,"	01",2396,
14,1117,"	01",40034,4,1,"	06","	035","	00002",4,1,4,20,6,2013,,,,,,"	01",2396,
14,1117,"	01",40034,3,1,"	01","	035","	00002",1,1,34,24,6,1983,9,2,4,,,"	01",2396,
14,1117,"	01",40034,3,1,"	02","	035","	00002",2,2,33,4,12,1983,7,4,3,1,,"	01",2396,4792
14,1117,"	01",40034,4,1,"	01","	035","	00002",1,1,59,26,4,1958,2,2,,1,,"	01",2396,9584
14,1117,"	01",40034,4,1,"	02","	035","	00002",2,2,58,15,11,1959,2,5,,,,"	01",2396,
14,1117,"	01",40034,1,1,"	02","	035","	00002",2,2,44,26,3,1973,3,3,,,,"	01",2396,
14,1117,"	01",40034,1,1,"	01","	035","	00002",1,1,44,15,7,1973,3,3,,,,"	01",2396,
14,1117,"	01",40034,2,1,"	05","	035","	00002",3,1,9,13,11,2008,2,3,,,,"	01",2396,
14,1117,"	01",40034,2,1,"	04","	035","	00002",3,2,11,20,3,2006,2,5,,,,"	01",2396,
14,1117,"	01",40034,2,1,"	03","	035","	00002",3,1,14,28,4,2003,3,2,,,,"	01",2396,
14,1117,"	01",40034,2,1,"	02","	035","	00002",2,2,34,23,6,1983,2,6,,,,"	01",2396,
14,1117,"	01",40034,1,1,"	04","	035","	00002",3,1,15,20,12,2001,4,1,,,,"	01",2396,
14,1117,"	01",40035,1,1,"	01","	034","	00003",1,2,23,1,7,1994,3,3,,,,"	01",3362,
14,1117,"	01",40035,1,1,"	02","	034","	00003",4,2,45,1,12,1971,3,2,,1,,"	01",3362,10086
14,1117,"	01",40035,1,1,"	03","	034","	00003",4,1,22,25,8,1995,4,2,,,,"	01",3362,
14,1117,"	01",40035,1,1,"	04","	034","	00003",3,1,3,18,4,2014,,,,,,"	01",3362,
14,1117,"	01",40035,2,1,"	01","	034","	00003",1,2,51,1,10,1966,6,2,1,1,,"	01",3362,6724
14,1117,"	01",40035,2,1,"	02","	034","	00003",2,1,50,7,9,1967,2,1,,,,"	01",3362,
14,1117,"	01",40035,3,1,"	01","	034","	00003",1,1,51,22,10,1966,4,3,,,,"	01",3362,
14,1117,"	01",40035,3,1,"	02","	034","	00003",2,2,49,11,5,1968,7,4,3,1,,"	01",3362,6724
14,1117,"	01",40035,3,1,"	03","	034","	00003",3,1,15,17,6,2002,3,3,,,,"	01",3362,
14,1117,"	01",40035,3,1,"	04","	034","	00003",3,1,13,21,4,2004,3,1,,,,"	01",3362,
14,1117,"	01",40035,4,1,"	01","	034","	00003",1,1,61,2,1,1956,7,1,3,,,"	01",3362,
14,1117,"	01",40035,4,1,"	02","	034","	00003",2,2,61,29,2,1956,2,3,,1,,"	01",3362,6724
14,1117,"	01",40035,5,1,"	01","	034","	00003",1,1,46,22,1,1971,3,3,,,,"	01",3362,
14,1117,"	01",40035,5,1,"	02","	034","	00003",2,2,44,28,9,1973,3,3,,,,"	01",3362,
14,1117,"	01",40035,5,1,"	03","	034","	00003",3,2,20,16,1,1997,4,3,,1,,"	01",3362,10086
14,1117,"	01",40035,5,1,"	04","	034","	00003",3,1,15,28,9,2002,3,3,,,,"	01",3362,
14,1117,"	01",40038,1,1,"	01","	034","	00004",1,1,39,22,8,1978,4,3,,1,,"	01",2960,2960
14,1117,"	01",40038,2,1,"	01","	034","	00004",1,1,42,7,11,1975,3,3,,,,"	01",2960,
14,1117,"	01",40038,2,1,"	02","	034","	00004",2,2,42,2,6,1975,3,3,,1,,"	01",2960,8880
14,1117,"	01",40038,2,1,"	03","	034","	00004",3,2,20,7,11,1997,7,2,3,,,"	01",2960,
14,1117,"	01",40038,2,1,"	04","	034","	00004",3,1,11,7,11,2006,2,5,,,,"	01",2960,
14,1117,"	01",40038,4,1,"	04","	034","	00004",3,2,6,6,3,2011,1,3,,,,"	01",2960,
14,1117,"	01",40038,3,1,"	02","	034","	00004",3,1,8,30,6,2009,2,2,,,,"	01",2960,
14,1117,"	01",40038,3,1,"	03","	034","	00004",3,2,3,8,11,2014,,,,,,"	01",2960,
14,1117,"	01",40038,4,1,"	01","	034","	00004",1,1,43,7,11,1974,2,6,,,,"	01",2960,
14,1117,"	01",40038,4,1,"	02","	034","	00004",2,2,40,23,4,1977,3,3,,,,"	01",2960,
14,1117,"	01",40038,4,1,"	03","	034","	00004",3,1,19,3,9,1998,3,3,,1,,"	01",2960,8880
14,1117,"	01",40038,3,1,"	01","	034","	00004",1,2,37,30,6,1980,2,6,,1,,"	01",2960,2960
14,1117,"	01",40050,3,1,"	01","	035","	00005",1,1,43,2,9,1974,4,3,,,,"	01",2407,
14,1117,"	01",40050,3,1,"	02","	035","	00005",2,2,43,1,10,1974,4,3,,1,,"	01",2407,4814
14,1117,"	01",40050,5,1,"	05","	035","	00005",2,2,49,21,5,1968,6,2,2,,,"	01",2407,
14,1117,"	01",40050,5,1,"	04","	035","	00005",3,2,18,2,9,1999,4,3,,1,,"	01",2407,12035
14,1117,"	01",40050,5,1,"	03","	035","	00005",3,2,22,11,7,1995,7,5,3,,,"	01",2407,
14,1117,"	01",40050,5,1,"	02","	035","	00005",3,1,28,2,3,1989,7,5,3,,,"	01",2407,
14,1117,"	01",40050,5,1,"	01","	035","	00005",1,1,52,15,3,1965,4,3,,,,"	01",2407,
14,1117,"	01",40050,4,1,"	05","	035","	00005",4,2,3,2,8,2014,,,,,,"	01",2407,
14,1117,"	01",40050,4,1,"	04","	035","	00005",4,1,15,11,5,2002,3,3,,,,"	01",2407,
14,1117,"	01",40050,4,1,"	03","	035","	00005",4,1,36,28,3,1981,3,3,,,,"	01",2407,
14,1117,"	01",40050,4,1,"	02","	035","	00005",3,2,36,15,6,1981,3,3,,,,"	01",2407,
14,1117,"	01",40050,4,1,"	01","	035","	00005",1,2,70,21,8,1947,2,4,,1,,"	01",2407,7221
14,1117,"	01",40050,2,1,"	02","	035","	00005",2,2,73,4,5,1944,5,2,2,1,,"	01",2407,4814
14,1117,"	01",40050,2,1,"	01","	035","	00005",1,1,73,9,2,1944,2,6,,,,"	01",2407,
14,1117,"	01",40050,3,1,"	05","	035","	00005",3,2,9,20,11,2008,2,3,,,,"	01",2407,
14,1117,"	01",40050,3,1,"	04","	035","	00005",3,2,12,27,9,2005,2,5,,,,"	01",2407,
14,1117,"	01",40050,1,1,"	02","	035","	00005",2,2,64,9,11,1953,,,,,,"	01",2407,
14,1117,"	01",40050,1,1,"	01","	035","	00005",1,1,64,22,12,1952,2,2,,1,,"	01",2407,7221
14,1117,"	01",40050,3,1,"	03","	035","	00005",3,2,15,20,11,2002,3,2,,,,"	01",2407,
14,1117,"	01",40050,1,1,"	03","	035","	00005",3,1,34,20,11,1982,7,2,3,,,"	01",2407,
14,1117,"	01",40056,5,1,"	02","	035","	00006",2,2,40,11,10,1977,3,3,,1,,"	01",2564,10256
14,1117,"	01",40056,5,1,"	01","	035","	00006",1,1,36,21,3,1981,4,3,,,,"	01",2564,
14,1117,"	01",40056,3,1,"	03","	035","	00006",3,1,3,8,3,2014,,,,,,"	01",2564,
14,1117,"	01",40056,3,1,"	02","	035","	00006",2,2,31,19,9,1986,4,3,,1,,"	01",2564,5128
14,1117,"	01",40056,3,1,"	01","	035","	00006",1,1,28,11,9,1989,7,1,3,,,"	01",2564,
14,1117,"	01",40056,2,1,"	06","	035","	00006",4,1,3,4,4,2014,,,,,,"	01",2564,
14,1117,"	01",40056,2,1,"	05","	035","	00006",3,2,10,29,1,2007,2,4,,,,"	01",2564,
14,1117,"	01",40056,2,1,"	04","	035","	00006",3,1,20,10,1,1997,7,2,3,,,"	01",2564,
14,1117,"	01",40056,2,1,"	03","	035","	00006",3,2,26,15,5,1991,7,3,3,,,"	01",2564,
14,1117,"	01",40056,2,1,"	02","	035","	00006",2,2,48,16,10,1969,3,3,,1,,"	01",2564,10256
14,1117,"	01",40056,2,1,"	01","	035","	00006",1,1,50,19,4,1967,2,6,,,,"	01",2564,
14,1117,"	01",40056,4,1,"	05","	035","	00006",3,1,,1,10,2017,,,,,,"	01",2564,
14,1117,"	01",40056,4,1,"	04","	035","	00006",3,1,5,7,3,2012,1,2,,,,"	01",2564,
14,1117,"	01",40056,4,1,"	03","	035","	00006",3,2,9,17,3,2008,2,3,,,,"	01",2564,
14,1117,"	01",40056,1,1,"	02","	035","	00006",2,2,67,24,12,1949,3,3,,,,"	01",2564,
14,1117,"	01",40056,1,1,"	01","	035","	00006",1,1,69,13,3,1948,2,6,,1,,"	01",2564,5128
14,1117,"	01",40056,4,1,"	02","	035","	00006",2,2,37,20,10,1980,4,3,,1,,"	01",2564,5128
14,1117,"	01",40056,5,1,"	03","	035","	00006",7,1,21,22,7,1996,4,3,,,,"	01",2564,
14,1117,"	01",40056,5,1,"	05","	035","	00006",3,1,14,27,4,2003,3,2,,,,"	01",2564,
14,1117,"	01",40056,5,1,"	04","	035","	00006",7,2,19,5,12,1997,4,3,,,,"	01",2564,
14,1117,"	01",40056,4,1,"	01","	035","	00006",1,1,34,30,8,1983,4,3,,,,"	01",2564,
14,1117,"	01",40061,3,1,"	01","	034","	00007",1,2,70,19,1,1947,,,,1,,"	01",3075,6150
14,1117,"	01",40061,5,1,"	05","	034","	00007",4,1,,8,10,2017,,,,,,"	01",3075,
14,1117,"	01",40061,3,1,"	03","	034","	00007",4,2,12,14,4,2005,2,6,,,,"	01",3075,
14,1117,"	01",40061,3,1,"	04","	034","	00007",4,2,10,14,5,2007,2,4,,,,"	01",3075,
14,1117,"	01",40061,4,1,"	01","	034","	00007",1,1,42,23,9,1975,4,3,,,,"	01",3075,
14,1117,"	01",40061,4,1,"	02","	034","	00007",2,2,39,15,9,1978,3,3,,,,"	01",3075,
14,1117,"	01",40061,4,1,"	03","	034","	00007",3,1,18,24,3,1999,4,2,,1,,"	01",3075,9225
14,1117,"	01",40061,4,1,"	04","	034","	00007",3,1,14,4,2,2003,3,3,,,,"	01",3075,
14,1117,"	01",40061,4,1,"	05","	034","	00007",3,1,3,5,7,2014,,,,,,"	01",3075,
14,1117,"	01",40061,2,1,"	01","	034","	00007",1,1,59,23,10,1958,2,6,,,,"	01",3075,
14,1117,"	01",40061,2,1,"	02","	034","	00007",2,2,65,6,4,1952,2,5,,1,,"	01",3075,9225
14,1117,"	01",40061,2,1,"	03","	034","	00007",3,1,26,25,6,1991,2,6,,,,"	01",3075,
14,1117,"	01",40061,2,1,"	04","	034","	00007",4,1,3,31,10,2014,,,,,,"	01",3075,
14,1117,"	01",40061,5,1,"	01","	034","	00007",1,2,44,27,3,1973,2,5,,,,"	01",3075,
14,1117,"	01",40061,5,1,"	02","	034","	00007",3,2,20,31,10,1997,3,3,,1,,"	01",3075,6150
14,1117,"	01",40061,5,1,"	03","	034","	00007",3,1,11,31,7,2006,2,4,,,,"	01",3075,
14,1117,"	01",40061,5,1,"	04","	034","	00007",4,2,2,26,2,2015,,,,,,"	01",3075,
14,1117,"	01",40061,3,1,"	02","	034","	00007",3,2,36,18,8,1981,2,6,,,,"	01",3075,
14,1117,"	01",40096,3,1,"	03","	034","	00008",3,1,20,16,1,1997,4,1,,,,"	01",2331,
14,1117,"	01",40096,1,1,"	02","	034","	00008",3,1,25,1,11,1992,4,3,,,,"	01",2331,
14,1117,"	01",40096,4,1,"	01","	034","	00008",1,2,42,8,11,1975,3,3,,,,"	01",2331,
14,1117,"	01",40096,4,1,"	02","	034","	00008",2,1,28,11,5,1989,3,3,,1,,"	01",2331,6993
14,1117,"	01",40096,4,1,"	03","	034","	00008",3,1,23,24,4,1994,3,3,,,,"	01",2331,
14,1117,"	01",40096,5,1,"	01","	034","	00008",1,2,36,7,10,1981,2,6,,1,,"	01",2331,4662
14,1117,"	01",40096,5,1,"	02","	034","	00008",2,1,46,7,6,1971,2,6,,,,"	01",2331,
14,1117,"	01",40096,5,1,"	03","	034","	00008",3,1,15,6,10,2002,2,2,,,,"	01",2331,
14,1117,"	01",40096,5,1,"	04","	034","	00008",3,1,11,7,9,2006,2,1,,,,"	01",2331,
14,1117,"	01",40096,5,1,"	05","	034","	00008",3,1,9,18,11,2008,,,,,,"	01",2331,
14,1117,"	01",40096,2,1,"	01","	034","	00008",1,1,56,14,5,1961,2,6,,1,,"	01",2331,2331
14,1117,"	01",40096,3,1,"	01","	034","	00008",1,2,43,8,4,1974,3,2,,,,"	01",2331,
14,1117,"	01",40096,3,1,"	02","	034","	00008",2,1,42,16,1,1975,3,3,,1,,"	01",2331,6993
14,1117,"	01",40096,1,1,"	01","	034","	00008",1,2,55,9,11,1962,2,5,,1,,"	01",2331,4662
14,1117,"	01",40096,3,1,"	04","	034","	00008",3,1,17,19,11,2000,3,3,,,,"	01",2331,
14,1117,"	01",40100,5,1,"	04","	035","	00009",3,2,19,5,4,1998,4,3,,,,"	01",2507,
14,1117,"	01",40100,5,1,"	03","	035","	00009",3,2,27,11,11,1990,5,4,3,1,,"	01",2507,10028
14,1117,"	01",40100,5,1,"	02","	035","	00009",2,2,58,11,11,1959,6,3,2,,,"	01",2507,
14,1117,"	01",40100,5,1,"	01","	035","	00009",1,1,58,15,5,1959,2,6,,,,"	01",2507,
14,1117,"	01",40100,2,1,"	01","	035","	00009",1,1,72,1,3,1945,6,3,1,1,,"	01",2507,2507
14,1117,"	01",40100,3,1,"	03","	035","	00009",3,1,17,27,4,2000,2,6,,,,"	01",2507,
14,1117,"	01",40100,4,1,"	04","	035","	00009",4,1,3,9,6,2014,,,,,,"	01",2507,
14,1117,"	01",40100,3,1,"	01","	035","	00009",1,1,46,13,11,1971,3,3,,,1,"	01",2507,
14,1117,"	01",40100,4,1,"	03","	035","	00009",3,1,27,9,3,1990,7,4,3,1,,"	01",2507,7521
14,1117,"	01",40100,4,1,"	02","	035","	00009",2,2,54,12,3,1963,2,6,,,,"	01",2507,
14,1117,"	01",40100,4,1,"	01","	035","	00009",1,1,54,24,9,1963,3,3,,,,"	01",2507,
14,1117,"	01",40100,1,1,"	01","	035","	00009",1,1,61,28,10,1956,7,5,3,1,,"	01",2507,2507
14,1117,"	01",40100,3,1,"	02","	035","	00009",2,2,46,26,9,1971,3,3,,1,,"	01",2507,5014
14,1117,"	01",40101,3,1,"	03","	035","	00010",3,1,33,9,11,1984,3,3,,1,,"	01",2571,10284
14,1117,"	01",40101,1,1,"	02","	035","	00010",3,1,45,9,11,1972,7,5,3,,,"	01",2571,
14,1117,"	01",40101,1,1,"	01","	035","	00010",1,2,71,6,10,1946,3,3,,1,,"	01",2571,5142
14,1117,"	01",40101,2,1,"	03","	035","	00010",4,2,21,9,11,1996,3,3,,,,"	01",2571,
14,1117,"	01",40101,2,1,"	02","	035","	00010",3,1,21,9,11,1996,3,3,,1,,"	01",2571,10284
14,1117,"	01",40101,2,1,"	01","	035","	00010",1,2,50,9,11,1967,2,6,,,,"	01",2571,
14,1117,"	01",40101,2,1,"	05","	035","	00010",3,2,26,9,11,1991,3,3,,,,"	01",2571,
14,1117,"	01",40101,2,1,"	04","	035","	00010",4,1,2,31,7,2015,,,,,,"	01",2571,
14,1117,"	01",40101,5,1,"	03","	035","	00010",3,1,13,12,4,2004,3,1,,,,"	01",2571,
14,1117,"	01",40101,5,1,"	02","	035","	00010",2,2,51,22,11,1965,4,3,,,,"	01",2571,
14,1117,"	01",40101,5,1,"	01","	035","	00010",1,1,54,30,4,1963,4,3,,1,,"	01",2571,5142
14,1117,"	01",40101,4,1,"	02","	035","	00010",3,2,25,5,6,1992,7,4,3,1,,"	01",2571,5142
14,1117,"	01",40101,4,1,"	01","	035","	00010",1,2,50,13,11,1967,6,3,2,,,"	01",2571,
14,1117,"	01",40101,3,1,"	04","	035","	00010",4,2,22,18,3,1995,3,2,,,,"	01",2571,
14,1117,"	01",40101,3,1,"	02","	035","	00010",3,1,41,27,4,1976,3,2,,,,"	01",2571,
14,1117,"	01",40101,3,1,"	01","	035","	00010",1,2,69,9,11,1948,,,,,,"	01",2571,
14,1117,"	01",40128,2,1,"	02","	034","	00011",2,2,36,10,10,1981,3,3,,,,"	01",2812,
14,1117,"	01",40128,5,1,"	01","	034","	00011",1,1,58,16,9,1959,7,4,3,1,,"	01",2812,8436
14,1117,"	01",40128,5,1,"	04","	034","	00011",3,1,17,23,6,2000,4,2,,,,"	01",2812,
14,1117,"	01",40128,3,1,"	01","	034","	00011",1,2,68,28,9,1949,2,6,,1,,"	01",2812,8436
14,1117,"	01",40128,3,1,"	02","	034","	00011",3,2,42,24,1,1975,3,3,,,,"	01",2812,
14,1117,"	01",40128,3,1,"	03","	034","	00011",3,2,37,15,9,1980,3,3,,,,"	01",2812,
14,1117,"	01",40128,3,1,"	04","	034","	00011",4,1,16,30,1,2001,3,3,,,,"	01",2812,
14,1117,"	01",40128,4,1,"	01","	034","	00011",1,1,39,16,11,1977,3,1,,1,,"	01",2812,5624
14,1117,"	01",40128,4,1,"	02","	034","	00011",2,2,40,7,11,1977,3,2,,,,"	01",2812,
14,1117,"	01",40128,4,1,"	03","	034","	00011",3,1,17,16,12,1999,3,3,,,,"	01",2812,
14,1117,"	01",40128,4,1,"	04","	034","	00011",3,1,12,27,12,2004,2,5,,,,"	01",2812,
14,1117,"	01",40128,4,1,"	05","	034","	00011",3,2,5,8,10,2012,,,,,,"	01",2812,
14,1117,"	01",40128,4,1,"	06","	034","	00011",4,2,16,27,11,2000,3,3,,,,"	01",2812,
14,1117,"	01",40128,5,1,"	03","	034","	00011",3,1,19,3,1,1998,4,1,,,,"	01",2812,
14,1117,"	01",40128,5,1,"	02","	034","	00011",2,2,49,15,4,1968,4,3,,,,"	01",2812,
14,1117,"	01",40128,2,1,"	01","	034","	00011",1,1,53,22,8,1964,3,3,,1,,"	01",2812,5624
14,1117,"	01",40132,3,1,"	02","	036","	00012",2,2,62,26,12,1954,2,3,,1,,"	01",2670,10680
14,1117,"	01",40132,3,1,"	03","	036","	00012",4,1,28,19,1,1989,2,6,,,,"	01",2670,
14,1117,"	01",40132,3,1,"	04","	036","	00012",3,2,27,8,10,1990,3,1,,,,"	01",2670,
14,1117,"	01",40132,2,1,"	04","	036","	00012",2,2,27,29,8,1990,4,3,,,,"	01",2670,
14,1117,"	01",40132,5,1,"	03","	036","	00012",3,1,22,30,7,1995,7,2,3,,,"	01",2670,
14,1117,"	01",40132,3,1,"	05","	036","	00012",4,2,3,7,11,2014,,,,,,"	01",2670,
14,1117,"	01",40132,5,1,"	01","	036","	00012",1,1,46,20,2,1971,4,2,,,,"	01",2670,
14,1117,"	01",40132,5,1,"	04","	036","	00012",3,2,18,8,11,1999,4,3,,1,,"	01",2670,10680
14,1117,"	01",40132,1,1,"	01","	036","	00012",1,1,28,8,11,1989,4,3,,,,"	01",2670,
14,1117,"	01",40132,1,1,"	02","	036","	00012",2,2,23,18,4,1994,7,1,3,1,,"	01",2670,5340
14,1117,"	01",40132,1,1,"	03","	036","	00012",3,1,4,20,12,2012,,,,,,"	01",2670,
14,1117,"	01",40132,1,1,"	04","	036","	00012",3,2,2,11,2,2015,,,,,,"	01",2670,
14,1117,"	01",40132,2,1,"	01","	036","	00012",1,1,36,8,10,1981,4,3,,,,"	01",2670,
14,1117,"	01",40132,2,1,"	02","	036","	00012",3,1,67,10,5,1950,2,6,,,,"	01",2670,
14,1117,"	01",40132,3,1,"	01","	036","	00012",1,1,60,7,11,1957,2,6,,,,"	01",2670,
14,1117,"	01",40132,5,1,"	02","	036","	00012",2,2,33,8,11,1984,4,3,,,,"	01",2670,
14,1117,"	01",40132,2,1,"	03","	036","	00012",4,2,64,15,4,1953,2,3,,1,,"	01",2670,10680
14,1117,"	01",40134,1,1,"	01","	034","	00013",1,2,76,9,9,1941,,,,1,,"	01",3168,3168
14,1117,"	01",40134,2,1,"	01","	034","	00013",1,1,50,30,1,1967,2,4,,1,,"	01",3168,3168
14,1117,"	01",40134,3,1,"	01","	034","	00013",1,1,65,24,1,1952,2,3,,,,"	01",3168,
14,1117,"	01",40134,3,1,"	02","	034","	00013",2,2,63,14,11,1954,2,3,,1,,"	01",3168,9504
14,1117,"	01",40134,3,1,"	03","	034","	00013",3,1,25,14,4,1992,7,4,3,,,"	01",3168,
14,1117,"	01",40134,4,1,"	01","	034","	00013",1,2,55,7,2,1962,2,6,,1,,"	01",3168,3168
14,1117,"	01",40134,5,1,"	01","	034","	00013",1,1,34,21,9,1983,3,3,,1,,"	01",3168,6336
14,1117,"	01",40134,5,1,"	02","	034","	00013",2,2,27,14,11,1990,3,2,,,,"	01",3168,
14,1117,"	01",40134,5,1,"	03","	034","	00013",3,2,9,10,12,2007,2,4,,,,"	01",3168,
14,1117,"	01",40134,5,1,"	04","	034","	00013",3,1,8,8,9,2009,2,2,,,,"	01",3168,
14,1117,"	01",40134,5,1,"	05","	034","	00013",3,1,6,8,4,2011,1,3,,,,"	01",3168,
14,1117,"	01",40196,4,1,"	01","	035","	00014",1,2,57,3,12,1959,3,3,,1,,"	01",2616,7848
14,1117,"	01",40196,2,1,"	08","	035","	00014",4,2,1,22,7,2016,,,,,,"	01",2616,
14,1117,"	01",40196,4,1,"	03","	035","	00014",4,2,14,21,11,2002,3,2,,,,"	01",2616,
14,1117,"	01",40196,4,1,"	04","	035","	00014",4,1,12,16,8,2005,2,6,,,,"	01",2616,
14,1117,"	01",40196,4,1,"	05","	035","	00014",4,1,10,24,7,2007,2,4,,,,"	01",2616,
14,1117,"	01",40196,4,1,"	06","	035","	00014",4,1,7,12,6,2010,2,1,,,,"	01",2616,
14,1117,"	01",40196,4,1,"	07","	035","	00014",4,1,21,30,7,1996,4,3,,,,"	01",2616,
14,1117,"	01",40196,1,1,"	01","	035","	00014",1,2,66,13,11,1951,2,4,,1,,"	01",2616,2616
14,1117,"	01",40196,3,1,"	01","	035","	00014",1,2,56,23,5,1961,2,6,,1,,"	01",2616,7848
14,1117,"	01",40196,3,1,"	02","	035","	00014",3,1,28,5,10,1989,4,1,,,,"	01",2616,
14,1117,"	01",40196,3,1,"	03","	035","	00014",4,2,29,6,12,1987,2,6,,,,"	01",2616,
14,1117,"	01",40196,5,1,"	01","	035","	00014",1,2,84,13,11,1933,2,6,,,,"	01",2616,
14,1117,"	01",40196,5,1,"	02","	035","	00014",3,1,45,13,11,1972,6,3,2,1,,"	01",2616,7848
14,1117,"	01",40196,5,1,"	03","	035","	00014",4,2,30,3,3,1987,4,1,,,,"	01",2616,
14,1117,"	01",40196,5,1,"	04","	035","	00014",4,2,8,21,6,2009,2,2,,,,"	01",2616,
14,1117,"	01",40196,5,1,"	05","	035","	00014",4,2,5,24,12,2011,1,3,,,,"	01",2616,
14,1117,"	01",40196,5,1,"	06","	035","	00014",4,1,4,21,6,2013,,,,,,"	01",2616,
14,1117,"	01",40196,5,1,"	07","	035","	00014",4,2,1,7,1,2016,,,,,,"	01",2616,
14,1117,"	01",40196,2,1,"	01","	035","	00014",1,1,60,23,6,1957,2,6,,,,"	01",2616,
14,1117,"	01",40196,2,1,"	02","	035","	00014",2,2,58,23,3,1959,2,6,,,,"	01",2616,
14,1117,"	01",40196,2,1,"	03","	035","	00014",3,2,33,21,5,1984,7,4,3,,,"	01",2616,
14,1117,"	01",40196,2,1,"	04","	035","	00014",3,1,30,2,9,1987,3,3,,1,,"	01",2616,13080
14,1117,"	01",40196,2,1,"	05","	035","	00014",4,2,30,2,2,1987,4,3,,,,"	01",2616,
14,1117,"	01",40196,2,1,"	06","	035","	00014",4,2,8,25,4,2009,2,2,,,,"	01",2616,
14,1117,"	01",40196,2,1,"	07","	035","	00014",4,2,6,11,6,2011,1,3,,,,"	01",2616,
14,1117,"	01",40196,4,1,"	02","	035","	00014",3,2,36,11,6,1981,7,5,3,,,"	01",2616,
14,1117,"	01",40277,1,1,"	01","	036","	00015",1,1,34,9,11,1983,9,2,4,,,"	01",3100,
14,1117,"	01",40277,3,1,"	04","	036","	00015",3,1,16,10,6,2001,4,1,,,,"	01",3100,
14,1117,"	01",40277,3,1,"	03","	036","	00015",3,2,20,3,9,1997,7,1,3,,,"	01",3100,
14,1117,"	01",40277,3,1,"	02","	036","	00015",2,2,43,17,10,1974,3,3,,,,"	01",3100,
14,1117,"	01",40277,5,1,"	05","	036","	00015",3,2,12,9,4,2005,2,6,,,,"	01",3100,
14,1117,"	01",40277,5,1,"	04","	036","	00015",3,2,12,9,11,2005,2,6,,,,"	01",3100,
14,1117,"	01",40277,5,1,"	03","	036","	00015",3,1,18,4,8,1999,4,3,,,,"	01",3100,
14,1117,"	01",40277,5,1,"	02","	036","	00015",2,2,41,30,8,1976,4,3,,,,"	01",3100,
14,1117,"	01",40277,5,1,"	01","	036","	00015",1,1,44,13,3,1973,6,3,2,1,,"	01",3100,9300
14,1117,"	01",40277,2,1,"	05","	036","	00015",3,2,8,25,11,2008,2,3,,,,"	01",3100,
14,1117,"	01",40277,2,1,"	04","	036","	00015",3,1,12,2,8,2005,2,6,,,,"	01",3100,
